1001,1
1002,0
1004,0
1005,0
1019,0
1024,0
1069,0
1088,0
1095,0
1097,0
1098,1
1102,1
1104,0
1114,0
1140,0
1141,0
1142,0
1146,0
1152,1
1154,1
1161,0
1162,1
1163,0
1164,0
1169,0
1170,0
1171,0
1174,0
1183,0
1186,0
1187,1
1188,1
1190,1
1191,1
1192,1
1196,0
1199,1
1201,1
1204,1
1208,0
1212,1
1213,1
1214,0
1215,1
1221,0
1225,0
1226,0
1235,0
1250,0
1251,0
1254,0
1259,1
1263,1
1264,1
1267,0
1270,0
1271,0
1272,0
1275,1
1279,1
1281,0
1284,0
1286,0
1288,1
1292,1
1293,1
1296,0
1300,0
1304,0
1305,1
1307,0
1316,0
1319,1
1322,1
1324,1
1325,1
1329,1
1330,0
1331,1
1333,1
1334,1
1336,1
1342,1
1344,1
1346,1
1349,1
1351,1
1352,1
1353,1
1354,1
1356,1
1357,1
1360,1
1363,1
1365,1
1372,1
1375,1
1376,1
1378,1
1385,0
1388,1
1390,1
1391,1
1397,0
1398,1
1400,1
1404,1
1406,1
1407,0
1408,0
1409,0
1412,1
1416,0
1417,1
1418,1
1421,0
1422,1
1423,1
1428,1
1431,0
1434,1
1436,1
1440,0
1442,0
1443,1
1444,1
1448,1
1450,1
1451,0
1452,0
1455,0
1456,0
1457,1
1461,0
1463,0
1465,0
1468,0
1469,1
1474,1
1475,1
1476,0
1477,1
1478,1
1479,0
1480,1
1481,1
1486,1
1487,1
1488,1
1489,1
1490,1
1492,1
1495,1
1496,1
1498,0
1503,0
1504,0
1506,0
1509,0
1510,0
1511,0
1512,1
1515,1
1519,0
1521,1
1524,1
1526,1
1527,0
1530,0
1535,1
1540,1
1541,0
1543,0
1546,1
1547,1
1548,0
1561,1
1567,1
1568,1
1569,0
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1582,1
1584,0
1585,1
1588,0
1592,1
1594,1
1596,1
1598,0
1603,1
1612,1
1614,1
1616,0
1618,1
1622,0
1625,1
1626,1
1627,1
1628,1
1637,1
1640,1
1641,1
1645,1
1646,0
1649,1
1651,1
1652,1
1653,0
1655,1
1656,1
1661,1
1664,1
1666,1
1668,1
1669,1
1670,1
1671,1
1672,1
1676,1
1677,1
1679,1
1680,0
1682,1
1684,1
1688,1
1690,1
1691,0
1692,1
1693,1
1694,1
1695,1
1697,0
1698,0
1699,1
1700,1
1701,1
1703,0
1704,0
1708,0
1715,0
1718,1
1723,1
1724,1
1725,1
1729,0
1732,1
1733,1
1737,1
1740,1
1743,1
1745,1
1752,1
1754,1
1758,1
1766,1
1767,1
1775,1
1783,1
1784,1
1795,1
1799,1
1801,1
1802,0
1805,1
1806,1
1807,1
1810,1
1812,1
1814,0
1818,1
1819,1
1820,1
1821,1
1822,1
1823,0
1828,1
1829,1
1832,1
1834,1
1839,1
1848,1
1852,1
1854,1
1855,1
1856,1
1857,0
1858,1
1859,1
1886,0
1888,0
1890,0
1894,0
1895,0
1896,0
1902,0
1903,0
1905,0
1907,0
1910,0
1916,0
1918,1
1919,0
1920,0
1925,0
1926,0
1928,0
1938,0
1948,0
1950,0
1951,0
1952,0
1954,0
1967,0
1968,1
1970,0
1971,1
1972,1
1976,0
1977,0
1979,1
1983,1
1985,1
1986,0
1987,0
1991,1
1992,1
1993,1
2025,0
2026,1
2031,1
2032,1
2033,1
2035,1
2037,1
2043,1
2047,1
2052,1
2058,1
2059,1
2060,0
2062,1
2063,1
2069,1
2071,1
2074,1
2075,1
2081,1
2085,0
2088,1
2089,1
2091,1
2092,1
2127,1
2130,1
2134,1
2137,1
2139,1
2140,1
2144,1
2145,1
2147,1
2148,1
2151,1
2152,1
2155,1
2159,1
2162,1
2167,1
2169,1
2170,1
2171,0
2173,1
2175,1
2177,1
2178,1
2189,1
2196,1
2198,1
2199,1
2203,1
2205,1
2208,1
2210,1
2213,1
2214,1
2216,1
2223,1
2225,1
2226,1
2227,0
2228,0
2232,0
2233,0
2235,0
2240,0
